pair_idx,layer,control_text,treatment_text,original_control_resp,original_treatment_resp,patched_resp_full,patched_resp_parsed,flipped_to_control,A_to_B,B_to_A,response_changed
52,16,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,17,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,18,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,19,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,20,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,21,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,22,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,23,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,24,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,25,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,A,A,False,False,False,False
52,26,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,27,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,28,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,29,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,30,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
52,31,"Below you will find two options for getting a prize.
Option A - 21% to win $800, 79% to win $0.
Option B - $1000 with a 20% chance, $0 with a 80% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - $800 for sure.
Option B - $1000 with a 20% chance, $800 with a 79% chance, $0 with a 1% chance.
Given that these are the only options, which one would you choose?
Answer:",B,A,B,B,True,True,False,True
53,0,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,1,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,2,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,3,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,4,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,5,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,6,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,7,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,8,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,9,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,10,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,11,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,12,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,13,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,14,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,15,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,16,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
53,17,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,18,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,19,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,20,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,21,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,22,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,23,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,24,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,25,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,26,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,27,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,28,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,29,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,30,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
53,31,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - $800 with a 21% chance, $0 with a 79% chance.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 with certainty.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,0,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,1,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,2,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,3,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,4,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,5,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,6,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,7,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,8,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,9,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,10,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,11,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,12,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,13,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,14,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,B,B,False,False,False,False
54,15,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,16,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,17,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,18,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,19,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,20,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,21,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,22,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,23,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,24,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
54,25,"Below you will find two options for getting a prize.
Option A - 20% to win $1000, 80% to win $0.
Option B - 21% to win $800, 79% to win $0.
Given that these are the only options, which one would you choose?
Answer:","Below you will find two options for getting a prize.
Option A - 20% to win $1000, 79% to win $800, 1% to win $0.
Option B - $800 for sure.
Given that these are the only options, which one would you choose?
Answer:",A,B,A,A,True,False,True,True
